temperature,validity rate,uniqueness rate,novelty rate,scaffold novelty rate,scaffold holdout rate,n_generated,n_valid,mean_qed_generated,mean_qed_real,median_qed_generated
0.7,0.9822,0.9991855019344329,0.9965355614428367,0.463623395149786,0.08926024047279396,5000,4911,0.7642339543644283,0.7282644882810483,0.7910746250605438
1.0,0.9296,1.0,0.9997848537005164,0.6052065404475043,0.07637693631669536,5000,4648,0.7352704526601791,0.7282644882810483,0.7609823280330124
1.3,0.805,1.0,0.9995031055900621,0.6968944099378882,0.05416149068322981,5000,4025,0.7112845744668158,0.7282644882810483,0.740627575363071
