temperature,validity rate,uniqueness rate,novelty rate,scaffold novelty rate,scaffold holdout rate,n_generated,n_valid,mean_qed_generated,mean_qed_real,median_qed_generated
0.7,0.9932,0.9993958920660492,0.9931493048559339,0.4223252065283095,0.06749949627241587,5000,4966,0.7623382277028573,0.7282644882810483,0.7907029557207067
1.0,0.9728,1.0,0.9958881578947368,0.557360197368421,0.06620065789473684,5000,4864,0.7320836400472835,0.7282644882810483,0.7627202290758555
1.3,0.9108,1.0,0.9971453667105841,0.668423364075538,0.05555555555555555,5000,4554,0.7131920291652318,0.7282644882810483,0.7442907212872504
