temperature,validity rate,uniqueness rate,novelty rate,scaffold novelty rate,scaffold holdout rate,n_generated,n_valid,mean_qed_generated,mean_qed_real,median_qed_generated
0.7,0.9894,0.9993935718617344,0.9961569579288025,0.4387135922330097,0.07908576051779935,5000,4947,0.7624188244525628,0.7282644882810483,0.7909973254285264
1.0,0.9522,1.0,0.9953791220331863,0.573408947700063,0.06994328922495274,5000,4761,0.7331865265000936,0.7282644882810483,0.7632131759267711
1.3,0.8678,0.999769532150265,0.9983863531581374,0.673582295988935,0.05301982480405717,5000,4339,0.7014227278112269,0.7282644882810483,0.7272151397983325
