temperature,validity rate,uniqueness rate,novelty rate,scaffold novelty rate,scaffold holdout rate,n_generated,n_valid,mean_qed_generated,mean_qed_real,median_qed_generated
0.7,0.9802,0.9995919200163232,0.9969381506429884,0.47764849969381507,0.08940600122473974,5000,4901,0.7629355026698217,0.7282644882810483,0.7893277992154376
1.0,0.919,1.0,0.9984766050054407,0.6143634385201305,0.07225244831338411,5000,4595,0.7311524901424776,0.7282644882810483,0.7572189351436496
1.3,0.7706,1.0,0.9984427718660783,0.7080197248896963,0.05164806644173371,5000,3853,0.6883119213818917,0.7282644882810483,0.7127294839800068
